ItemCode,ItemName,U_Codigo_Secundario,FrgnName,Estado,ItemType,ItemType_Significado,ItmsGrpCod,ItmsGrpCod_Nombre,UgpEntry,InvntItem,InvntItem_Significado,SellItem,SellItem_Significado,PrchseItem,PrchseItem_Significado,PriceUnit,WTLiable,WTLiable_Significado,IndirctTax,IndirctTax_Significado,ItemClass,MngMethod,MngMethod_Significado,TaxCodeAR,GLMethod,GLMethod_Significado,EvalSystem,EvalSystem_Significado,IWeight1,InvntryUom,InvntryUom_Nombre,DfltWH,DfltWH_NombreAlmacén,PlaningSys,PlaningSys_Significado,PricingPrc,LeadTime,ToleranDay,QryGroup1,QryGroup1_Significado,QryGroup2,QryGroup2_Significado,U_beas_gruppe,U_beas_prccode,U_beas_prodrelease,U_beas_prodrelease_Significado,U_beas_batchroh,U_beas_batchroh_Significado,PicturName,U_beas_dispo,U_EMPA_ESPESOR,U_EMPA_DESIDAD,U_EMPA_ANCHO,U_PLG_CICLE,U_EMPA_CARACTERISTICA_TIPO,U_EMPA_CARACTERISTICA_MP,ItemCode_Obsolete,ItemName_Valid,Needs_I_D_Review,LotNumber,ManageBy,PicturName_Valid,Needs_Design_Graphics_Review
PTTAPA0050,TAPA PEAD 48 MM CELESTE,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,17.2,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0051,TAPA BIDON MIX  64 MM NEGRA,,TAPA NEGRA P. GALON,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,30.0,GENERICO,MIX,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0052,TAPA BALDE MIX BLANCA,D0240066001,TAPA P. BALDE 3KG,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,22.5,GENERICO,MIX,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0055,TAPA PEBD 38 MM ROJA,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,30.0,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0057,TAZON PEAD 1 KG BLANCO,D0250009001,TAZ 3CHAN/SERRANA 1X12,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,10.8,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0058,TAPA TAZON MIX VERDE,D0250044001,TAPA P. TAZONA,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,17.0,GENERICO,MIX,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0061,TAPA DOSIFICADOR PP 38 MM VERDE  FLIP TOP,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,30.0,GENERICO,PP,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0066,TAPA PEBD 38 MM VERDE DANEC,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,ESPECIFICO,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,30.0,ESPECIFICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0068,TAPA DOSIFICADOR PP  38 MM NEGRA FLIP TOP,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,30.0,GENERICO,PP,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0073,TAPA PP 75 MM NEGRO 190 GR GEL EGO,67437956,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,28.6,GENERICO,PP,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0074,TAPA PP 55 MM NEGRA 90 GR GEL EGO,67437958,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,14.0,GENERICO,PP,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0075,TAPA PEAD P28 MM 1816 LILA,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,30.0,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0078,TAPA PEAD 42 MM ROJA POLACA,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,13.0,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0079,TAPA PEAD 2622  NATURAL,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,10.0,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0080,TAPON BOTELLON PEBD AMARILLA,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,18.0,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0082,TAPA BALDE MIX VERDE,D9410064001,TAPA VERDE BALDE 4 KG,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,22.5,GENERICO,MIX,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0083,TAPA BALDE MIX LILA,D9410065001,TAPA LILA BALDE 4 KG,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,26.0,GENERICO,MIX,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0084,TAPA PEAD 48 MM NARANJA,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,17.2,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0085,TAPA PEAD P28 MM 1881 ROJA,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,15.5,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0086,TAPA PEAD P28 MM 1881 BLANCO,,,Inactivo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,30.0,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0087,TAPA PEAD P28MM 1881 AZUL,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,15.5,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0088,TAPA PEAD 48 MM NATURAL,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,30.0,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0089,TAPA PEAD 2622 ROJA,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,7.0,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0091,TAPA PEAD 2622 LILA,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,10.0,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0092,SOBRETAPA PP VERDE FALCON,10000381,SOBRETAPA VV,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,12.4,GENERICO,PP,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0093,TAPA PP VIOLETA KERATINA SAV 31222464,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,30.0,GENERICO,PP,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0095,TAPA PP DORADO PLACENTA SAV  31221361,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,30.0,GENERICO,PP,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0096,TAPA PP AZUL BIOTINA SAV 10000194,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,30.0,GENERICO,PP,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0097,TAPA REPOSTERO PP 250 - 500 GR INMOLD,D0260205001,TAPA P. TOPPER 1/2-1/4 KG,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,7.0,GENERICO,PP,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0098,TAPA REPOSTERO PP 1 KL INMOLD,D0260206001,TAPA P. TOPPER 1 KG,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,7.9,GENERICO,PP,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0101,TAPA PP VERDE AGUACATE SAV  31221360,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,30.0,GENERICO,PP,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0102,TAPA PEAD 2622 AMARILLA,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Almacén,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,10.0,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0103,TAPA PEAD 2622 VERDE,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,10.0,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0104,TAPA PEAD 2622 AZUL,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,10.0,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0106,TAPA BOTELLON PEAD 58 MM VERDE,D5030119001,TAPA 58mm BIDON PET,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,16.5,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0107,TAPA PEBD  38 MM AZUL  DANEC,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,ESPECIFICO,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,30.0,ESPECIFICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0108,TAPA BOTELLON PEAD 58 MM AZUL,DEYETAP0008,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,Y,Sí,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,16.5,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0109,TAPA PEAD 2622 NARANJA,,,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,10.0,GENERICO,PEAD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTTAPA0110,TAPA BALDE MIX ROJA,D0240066001,TAPA P. BALDE 3KG,Activo,I,Artículos,102,PRODUCTO TERMINADO,1,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,8,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,UN,UN,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,INY-CONV,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,,,,22.5,GENERICO,MIX,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
