atributo,valor,conteo
FrgnName,"LAMINA PEBD 32, 5 CM X 90 MC BLANCO / NEGRO YOGURT EL PINAR FRUTILLA 900 ML",1
FrgnName,LAMINA PEBD 55 CM X 80 MC TRANSPARENTE 7 CAPAS,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC BEBIDA LA GRANJA 1 LITRO ROJA,1
FrgnName,"LAMINA PEBD TRANSPARENTE 8,1 CM X 70 MC BOM LOCKIS PIÑA 80 ML",1
FrgnName,"LAMINA PEBD TRANSPARENTE 8,4 CM X 80 MC REFRESCO BOLITO 80 ML",1
FrgnName,LAMINA PEBD TRANSPARENTE 32 CM X 80 MC AGUA CRISTALINA SIN GAS  500 ML.,1
FrgnName,"LAMINA PEBD 32,5 CM X 90 MC  BLANCO /NEGRO BEBIDA PRASOLAC 900 ML UHT IMP. NARANJA",1
FrgnName,LAMINA BLANCO /NEGRO 98 CM X 90 MC 7 CAPAS SIN IMPRESION,1
FrgnName,"LAMINA PEBD BLANCO  / NEGRO 32,5 CM X 90 MC GRAN FORTY 900 ML FONDO NARANJA.",1
FrgnName,"LAMINA PEBD BLANCO / NEGRO 32,2 CM X 90 MC LECHE MILAN 1000 ML",1
FrgnName,LAMINA BLANCO / NEGRO 8 CM X 70 MC YOGURT FALILAC  FRESA 45 ML,1
FrgnName,LAMINA BLANCO / NEGRO 8 CM X 70 MC YOGURT FALILAC  MORA  45 ML,1
FrgnName,LAMINA BLANCO / NEGRO 8 CM X 70 MC YOGURT FALILAC  DURAZNO 45 ML,1
FrgnName,LAMINA BLANCO / NEGRO 8 CM X 70 MC YOGURT FALILAC  GUANABANA 45 ML,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC CREMA DE LECHE MIRAFLORES 500 G.,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC CREMA DE LECHE MIRAFLORES 250 G.,1
FrgnName,LAMINA BLANCO / NEGRO 32 CM X 90 MC LECHE GARDENIA 900 ML,1
FrgnName,LAMINA PEBD BLANCO / BLANCO 33 CM X 80 MC YOGU FRESH 90 GR DURAZNO,1
FrgnName,LAMINA PEBD BLANCO / BLANCO 33 CM X 80 MC YOGU FRESH 90 GR FRESA,1
FrgnName,LAMINA PEBD BLANCO / BLANCO 33 CM X 80 MC YOGU FRESH 90 GR MORA,1
FrgnName,LAMINA PEBD BLANCO / BLANCO 33 CM X 80 MC YOGU FRESH 750 GR DURAZNO,1
FrgnName,LAMINA PEBD BLANCO / BLANCO 33 CM X 80 MC YOGU FRESH 750 GR FRESA,1
FrgnName,LAMINA PEBD BLANCO / BLANCO 33 CM X 80 MC YOGU FRESH 750 GR MORA,1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32, 7 CM  X 95 MC PALMA DE ORO $ 1,00  450 G  SIERRA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32, 7 CM  X 95 MC PALMA DE ORO $ 0.50   225 G SIERRA",1
FrgnName,POLIET PALMA ORO $0.25 112ML S,1
FrgnName,"LAMINA PEBD  BLANCO / BLANCO 32, 7 CM  X 95 MC  3 CHANCHITOS $ 1,00   460 G",1
FrgnName,POLIET 3 CHANCHITOS $0.25 115G,1
FrgnName,"LAMINA PEBD  BLANCO / BLANCO 32, 7 CM  X 95 MC  3 CHANCHITOS $ .050   230",1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC  LECHE SUPER 1000 ML,1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32, 5 CM X 80 MC YOGURT PROALIM FRESA 900 G",1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32, 5 CM X 80 MC YOGURT PROALIM MORA  900 G",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32, 7 CM  X 95 MC PALMA DE ORO $ 1,00  450 ML  COSTA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32, 7 CM  X 95 MC PALMA DE ORO $ 0.50   225 ML COSTA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32, 7 CM  X 95 MC PALMA DE ORO $ 0.25  112 ML COSTA",1
FrgnName,LAMINA PEBD TRANSPARENTE 66 CM X 80 MC SIN IMPRESION,1
FrgnName,LAMINA PEBD BLANCO / BLANCO 33 CM X 80 MC YOGURT DULAC S MORA 900 G.,1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 33, 2 CM X 80 MC YOGURT ORIGINAL MORA 900 G.",1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 33, 2 CM X 80 MC YOGURT VAINILLA 1.000 G.",1
FrgnName,LAM DET AS MANZANA 400GR,1
FrgnName,LAM DET AS VIN + LIMON 400GR,1
FrgnName,LAMINA PEBD 33 CM X 55 MC TRANSPARENTE DETERGENTE AS BICARBONATO + FLORAL $ 0.50 200 GR.,1
FrgnName,LAMINA PEBD 66 CM X 95 MC BLANCO/NEGRO CON AFFINITY SIN IMPRESIÓN,1
FrgnName,LAMINA PEBD BLANCO / BLANCO 68 CM X 90 MC SIN IMPRESIÓN 7 CAPAS,1
FrgnName,"LAMINA PEBD TRANSPARENTE 8,4 CM X 80 MC BONNARIS MANGO VERDE 80 ML",1
FrgnName,LAMINA PEBD TRANSPARENTE 39 CM X 55 MC  AS  BICARBONATO + FLORAL   $ 1.00   400 GR.,1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO  32,7  CM X  95 MC PALMA DE ORO  $ 0, 50  200 ML COSTA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32,7 CM X 95 MC  PALMA DE ORO  $ 0, 50  200 ML SIERRA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32,7 CM X 95 MC PALMA DE ORO  $  1,00   400 ML COSTA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32,7 CM X 95 MC PALMA DE ORO  $  1,00   400 ML SIERRA",1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32,7 CM X 95 MC 3 CHANCHITOS $ 0,50  200 GR",1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32,7 CM X 95 MC 3 CHANCHITOS $ 1,00  400 GR",1
FrgnName,LAMINA PEBD BLANCO / BLANCO 33 CM X 80 MC YOGURT DULACS  FRESA 900 ML,1
FrgnName,LAMINA PEBD BLANCO/ NEGRO 32 CM X 95 MC LECHE VIGLAC SEMIDESCREMADA ROJA 1 LITRO.,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC BEBIDA LA GRANJA UHT 1 LITRO ROJA,1
FrgnName,LAMINA PEBD BLANCO / BLANCO 33 CM X 80 MC YOGURT TENTACION DURAZNO 90 G,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC PRODULECHE 1 LITRO UHT ROJA,1
FrgnName,LAMINA PEBD 32.5CM X 90 MC BLANCO/NEGRO LECHE  UHT ROJA PRASOL 1000 CC,1
FrgnName,LAMINA PEBD 33 CM X 85 MC TRANSPARENTE REFRESCO PARAISO FRESA 85 ML,1
FrgnName,LAMINA PEBD 33 CM X 85 MC TRANSPARENTE REFRESCO PARAISO FRESA 175 ML,1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32, 5 CM X 80 MC YOGURT EL AMANECER FRESA 90 ML",1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32, 5 CM X 80 MC YOGURT EL AMANECER MORA  90 ML",1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32, 5 CM X 80 MC YOGURT EL AMANECER DURAZNO 90 ML",1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE LA GRANJA UHT 500 ML,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE LA GRANJA UHT 250 ML,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE PURA CREMA  900 ML,1
FrgnName,"LAMINA PEBD BLANCO / NEGRO 32,5 CM X 90 MC LECHE  REGALON PURA CREMA 1010 ML",1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC  LECHE PIDALO UHT 1000 ML,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE EL CORTIJO 250 ML,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE EL CORTIJO 500 ML,1
FrgnName,LAMINA BLANCO / NEGRO 67 CM X 90 MC 7 CAPAS P C,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE LA VAQUERA 900 CC,1
FrgnName,"LAMINA  PEBD BLANCO / NEGRO 32, 5 CM X 90 MC LECHE SEMIDESCREMADA PURA CREMA UHT 1000 ML",1
FrgnName,LAMINA PRBD BLANCO / NEGRO 32. 5 CM X 90 MC LECHE PURA CREMA 200 ML,1
FrgnName,LAMINA PRBD BLANCO / NEGRO 32. 5 CM X 90 MC LECHE PURA CREMA 400 ML,1
FrgnName,POLIET PALMA ORO $1.00 440ML C,1
FrgnName,POLIET PALMA ORO $1.00 440ML S,1
FrgnName,POLIET PALMA ORO $0.50 220ML C,1
FrgnName,POLIET PALMA ORO $0.50 220ML S,1
FrgnName,POLIET 3 CHANCHITOS $0.50 220G,1
FrgnName,"LAMINA PEBD BLANCO / BLANCO  32, 7 CM X 95 MC MANTECA LOS 3 CHANCHITOS $ 1, 00  440 G",1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC CHOCO RICO 180 ML,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 33 CM X 90 MC LECHE ENTERA CAMPO FINO 900 ML AZUL,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC AVENA PURA CREMA 1000 ML,1
FrgnName,LAM DET AS VIN + LIMON 100GR,1
FrgnName,LAM DET AS VIN + LIMON 200GR,1
FrgnName,"LAMINA PEBD TRANSPARENTE 33 CM X 55 MC AS BICARBONATO + MANZANA $ 0,50  200 g",1
FrgnName,LAMINA PEBD TRANSPARENTE 33 CM X 80 MC HIELITOS DEL COTOPAXI 100 ML,1
FrgnName,LAMINA PEBD TRANSPARENTE 33 CM X 80 MC HIELITOS DEL COTOPAXI 200 ML,1
FrgnName,LAMINA PEBD 33 CM X 55 MC TRANSPARENTE AS BICARBONATO + MANZANA $ 0.25  100 G,1
FrgnName,LAMINA PEBD 33 CM X 55 MC TRANSPARENTE DETERGENTE AS BICARBONATO + FLORAL $ 0.25  100 GR.,1
FrgnName,LAMINA PEBD 8 CM X 80 MC TRANSPARENTE SIN IMPRESION,1
FrgnName,"LAMINA PEBD BLANCO / NEGRO 32 , 7 CM X 90 MC CHOCORICO 180 ML  DOBLE TACA",1
FrgnName,"LAMINA PEBD BLANCO / NEGRO 32, 5 CM X 90 MC CHOCO RICO 940 ML",1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC  LECHE LA GARDENIA 1000 ML,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE DESLACTOSADA PURA CREMA 1000 ML,1
FrgnName,LAMINA PEBD BLANCO / BLANCO 32 CM X 80 MC YOGURT  FRESA 900 G. ORIGINAL,1
FrgnName,LAMINA PEBD BLANCO / NEGRO  33 CM X 90 MC LECHE CAMPOLACT 1000 ML,1
FrgnName,LAMINA PEBD TRANSPARENTE 33 CM X 80 MC  BEBIDA SABOR NARANJA 100 ML PROMILAC,1
FrgnName,LAMINA PEBD TRANSPARENTE 33 CM X 80 MC  BEBIDA SABOR LIMON 100 ML PROMILAC,1
FrgnName,LAMINA PEBD TRANSPARENTE 33 CM X 80 MC  BEBIDA SABOR FRESA 100 ML PROMILAC,1
FrgnName,LAMINA PEBD  55 CM X 80 MC TERMOENCOGIBLE MONOCAPA,1
FrgnName,LAMINA PEBD  35 CM X 50 MC  BLANCO / BLANCO  SIN IMPRESIÓN,1
FrgnName,LAMINA PEBD  40 CM X 50 MC  BLANCO / BLANCO  SIN IMPRESIÓN,1
FrgnName,LAMINA PEBD  48 CM X 50 MC SIN IMPRESIÓN TRANSPARENTE,1
FrgnName,LAMINA PEBD  63 CM X 50 MC SIN IMPRESIÓN TRANSPARENTE,1
FrgnName,LAMINA PEBD 46 CM X 50 MC TRANSPARENTE SIN IMPRESION,1
FrgnName,LAMINA PEBD 56 CM X 50 MC TRANSPARENTE SIN IMPRESION,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE BRAYAN 1 LITRO,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE LIDE 1 LITRO,1
FrgnName,"LAMINA PEBD 69 ,5 CM X 95 MC COLOR CREMA 7 CAPAS SIN IMPRESION",1
FrgnName,"LAMINA PEBD  32,7 CM X 95 MC TRANSPARENTE ACEITE DORADO 1 LITRO",1
FrgnName,LAMINA PEBD  32 CM X 95  MC  TRANSPARENTE ACEITE DORADO 900 ML,1
FrgnName,LAMINA PEBD 35 CM X 60 MC TRANSPARENTE,1
FrgnName,LAMINA PEBD 46 CM X 60 MC TRANSPARENTE,1
FrgnName,LAMINA PEBD 66 CM X 95 MC TRANSPARENTE 7 CAPAS,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC CHOCORICO 100 ML Y 180 ML,1
FrgnName,LÁMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE SEMIDESCREMADA TANILAC 1000 ML,1
FrgnName,LÁMINA PEBD 34 CM X 50 MC TRANSPARENTE,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 33 CM X 90 MC  K´LECHE 1000 ML CAMPO FINO,1
FrgnName,LAMINA PEBD AMARILLO / BLANCO 66 CM X 95 MC 7 CAPAS,1
FrgnName,LAMINA  45 CM  X 80 MC TERMOENCOGIBLE,1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 31,7 CM X 95 MC PALMA DE ORO $ 1,00  360 ML COSTA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 31,7 CM X 95 MC PALMA DE ORO $ 1,00  360 ML SIERRA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 31,7 CM X 95 MC PALMA DE ORO $ 50  180 ML COSTA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 31,7 CM X 95 MC PALMA DE ORO $ 50  180 ML SIERRA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32,2 CM X 95 MC PALMA DE ORO  $ 1, 50   420 ML COSTA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32,2 CM X 95 MC PALMA DE ORO  $ 1, 50   420 ML SIERRA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 33,7 CM X 95 MC PALMA DE ORO  $ 1,00   280 ML COSTA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 33,7 CM X 95 MC PALMA DE ORO  $ 1, 00   280 ML SIERRA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32,7 CM X 95 MC PALMA DE ORO  $ 0, 50   140 ML COSTA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32,7 CM X 95 MC PALMA DE ORO  $ 0, 50   140 ML SIERRA",1
FrgnName,"LAMINA PEBD  69,5 CM X 95 MC  AMARILLO / BLANCO 7 CAPAS",1
FrgnName,LÁMINA PEBD 46 CM X 80 MC TRANSPARENTE 7 CAPAS,1
FrgnName,LÁMINA PEBD 37 CM X 60 MC TRANSPARENTE 7 CAPAS,1
FrgnName,LAMINA PEBD 76 CM X 90 MC BLANCO / NEGRO 7 CAPAS,1
FrgnName,LÁMINA PEBD BLANCO / NEGRO 33 CM X 90 MC   LECHE LA ESENCIA 1 LITRO,1
FrgnName,LAMINA PEBD 65 CM X 80 MC TRANSPARENTE 7 CAPAS,1
FrgnName,LAMINA PEBD 68 CM X 60 MC TRANSPARENTE 7 CAPAS,1
FrgnName,LAMINA PEBD 36 CM X 80 MC TRANSPARENTE 7 CAPAS,1
FrgnName,LAMINA PEBD 59 CM X 40 MC TRANSPARENTE 7 CAPAS,1
FrgnName,"LAMINA PEBD BLANCO / NEGRO 32,1 CM X 90 MC LECHE PURA CREMA SIN CONTENIDO",1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE  FORTUNATA 900 ML,1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32,5 CM X 80 MC YOGURT LISETH FRESA 100 G",1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32,5 CM X 80 MC YOGURT LISETH MORA 100 G",1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32,5 CM X 80 MC YOGURT LISETH DURAZNO 100 G",1
FrgnName,LAMINA PEBD 40 CM X 40 MC TRANSPARENTE 7 CAPAS,1
FrgnName,LAMINA PEBD 68 CM X 65 MC TRANSPARENTE 7 CAPAS,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE ECOLAC 1000 ML,1
FrgnName,LÁMINA PEBD TRANSPARENTE 33 CM X 80 MC REFRESCO BABY VARIOS SABORES 50 – 125 – 250 ML,1
FrgnName,LÁMINA PEBD TRANSPARENTE 10  CM X 80 MC REFRESCO BABY  50 – 125 – 250 ML,1
FrgnName,LÁMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE ENTERA NEVADA  ROJA  900 ML,1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 33,7 CM X 95 MC 3 CHANCHITOS $ 1.00   290 GR",1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32,7 CM X 95 MC 3 CHANCHITOS $ 0.50  145 GR",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32,7 CM X 95 MC PALMA DE ORO 500 ML COSTA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32,7 CM X 95 MC PALMA DE ORO 500 ML SIERRA",1
FrgnName,LAMINA PEBD  BLANCO / NEGRO  31 CM X 80 MC 3.1 MARIBELLA YOG 160 ML,1
FrgnName,LAMINA PEBD  69.5 CM X 95 MC BLANCO / BLANCO   7 CAPAS,1
FrgnName,LAMINA PEBD 33 CM X 90 MC BLANCO / NEGRO BEBIDA  CREMA DE LECHE CAMPO FINO ROJA  900ML,1
FrgnName,LAMINA PEBD 41 CM X 60 MC TRANSPARENTE 7 CAPAS,1
FrgnName,LAMINA PEBD BLANCO / BLANCO 32 CM X 95 MC ACEITE ANCUPA 900 ML,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC BEBIDA MASLACT TANILACT 1 LITRO ROJA,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC BEBIDA LA GRANJA 500 ML ROJA,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC BEBIDA  LA GRANJA 250 ML ROJA,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE ENTERA ECOLAC 900 ML,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC BEBIDA LACTEA VIGLAC AZUL  900 ML,1
FrgnName,"LAMINA BLANCO / NEGRO 32,3 CM X 90 MC BEBIDA MASLACT 500 ML ROJA",1
FrgnName,"LAMINA BLANCO / NEGRO 32,3 CM X 90 MC BEBIDA MASLACT 250 ML ROJA",1
FrgnName,LAMINA PEBD 68 CM X  40 MC TRANSPARENTE 7 CAPAS,1
FrgnName,LAMINA PEBD BLANCO/NEGRO 31 CM X 90 MC BEBIDA K’LIFORNIA 900 ML,1
FrgnName,LAMINA PEBD BLANCO / BLANCO 32 CM X 95 MC ACEITE MONARCA  950 ML,1
FrgnName,LAMINA PEBD 44 CM X 50 MC TRANSPARENTE,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC BEBIDA LACTEA VIGLAC ROJA  900 ML,1
FrgnName,LAMINA PEBD 44 CM X 50 MC BLANCO / BLANCO SIN IMPRESIÓN,1
FrgnName,LAMINA PEBD  16 CM ANCHO X 80 MC TRANSPARENTE SIN IMPRESIÓN,1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32,7 CM X 95 MC ACEITE PALMA DE ORO $ 0,50   SIERRA 170 ML",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32,7 CM X 95 MC ACEITE PALMA DE ORO $ 0,50   COSTA 170 ML",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 33,7 CM X 95 MC ACEITE PALMA DE ORO $ 1.00   SIERRA 340 ML",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 33,7 CM X 95 MC ACEITE PALMA DE ORO $ 1.00   COSTA  340 ML",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 31,7 CM X 95 MC ACEITE PALMA DE ORO $ 1.00 GOBIERNO 400 ML",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 31,7 CM X 95 MC ACEITE PALMA DE ORO $ 1,50   SIERRA 500 ML",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 31,7 CM X 95 MC ACEITE PALMA DE ORO $ 1,50   COSTA 500 ML",1
FrgnName,LAMINA PEBD TRANSPARENTE 32 CM X 95 MC ACEITE MONARCA 950 ML,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 31 CM X 90 MC LECHE D´ VICTORIA UHT 1 LITRO,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE NATULACT 900 ML,1
FrgnName,"LAMINA PEBD CREMA 32 CM X 95 MC ACEITE DORADO  $ 1,00",1
FrgnName,"LAMINA PEBD CREMA 32 CM X 95 MC ACEITE DORADO  $ 1,25",1
FrgnName,LAMINA PEBD BLANCO / NEGRO  32 CM X 90 MC LECHE ENTERA FAMILK 1000 ML UHT,1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32,7 CM X 95 MC 3 CHANCHITOS $ 1,00   350 G",1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32,7 CM X 95 MC 3 CHANCHITOS $ 0,50   175 G",1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32,7 CM X 95 MC 3 CHANCHITOS $ 0,25   115 G",1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE BRAYAN 1 LITRO AZUL,1
FrgnName,LAMINA PEBD 58 CM X 60 MC TRANSPARENTE,1
FrgnName,LAMINA PEBD 58 CM X 40 MC TRANSPARENTE,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE ENTERA MÁS AHORRO 1000 ML,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC BEBIDA LA GRANJA ROJA 900 ML,1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32,5 CM X 80 MC BOM YOGU FRESA 900 G.",1
FrgnName,LAMINA PEBD BLANCO / NEGRO  32 .1 CM X 90 MC LECHE PURA CREMA 900 ML CON PROMOCIÓN,1
FrgnName,LAMINA PEBD 49 CM X 80 MC TERMOENCOGIBLE,1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32,5 CM X 80 MC  YOGURT YOGUZAM FRESA 1 LITRO",1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32,5 CM X 80 MC  YOGURT YOGUZAM  MORA 1 LITRO",1
FrgnName,LAMINA PEBD BLANCO / BLANCO 33 CM X 85 MC YOGURT PARAISO FRESA 90 g.,1
FrgnName,LAMINA PEBD BLANCO / BLANCO 33 CM X 85 MC YOGURT PARAISO MORA 90 g.,1
FrgnName,LAMINA PEBD BLANCO / BLANCO 33 CM X 85 MC YOGURT PARAISO DURAZNO 90 g.,1
FrgnName,"LAMINA PEBD BLANCO / NEGRO 32,1 CM X 90 MC LECHE LA VAQA ROJA 900 ML",1
FrgnName,LAMINA PEBD BLANCO / BLANCO 32 CM X 90 MC ACEITE RICA PALMA 950 ML,1
FrgnName,LAMINA PEBD BLANCO / BLANCO 32.1 CM X 90 MC YOGURT FRUTILLA 900 G. HACIENDA MANANTIALES DEL ROCÍO,1
FrgnName,LAMINA PEBD  BLANCO / NEGRO 17.1 CM X 90 MC CLORO ACOFRESS 270 ML,1
FrgnName,LAMINA BLANCO / BLANCO 32 CM X 95 MC ACEITE RICA PALMA 1 LITRO,1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 32,7 CM X 95 MC ACEITE LA ORIGINAL 600 ML",1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC BEBIDA PIDALO 1000 ML.,1
FrgnName,LAMINA PEBD 70 CM X 80 MC TRANSPARENTE,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 31 CM X 90 MC AVENA MARIBELLA  200 ML – 900 ML,1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC BEBIDA PIDALO 1000 ML,1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32,7 CM X 95 MC MANTECA LOS 3 CHANCHITOS $ 1, 00  380 g.",1
FrgnName,"LAMINA PEBD BLANCO / BLANCO 32,7 CM X 95 MC MANTECA LOS 3 CHANCHITOS $ 0, 50  190 g.",1
FrgnName,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC LECHE ENTERA LACTOFINO 1 LITRO,1
FrgnName,LAMINA POLIOLEFINA TRANSPARENTE 27 CM X 18 MC JABON LÍDER 250 G,1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 31,7 CM X 95 MC PALMA DE ORO POPULAR GOBIERNO $ 1,00  460 ML",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 31,7 CM X 95 MC PALMA DE ORO $ 1,00  380 ML COSTA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 31,7 CM X 95 MC PALMA DE ORO $ 1,00  380 ML SIERRA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 33,7 CM X 95 MC PALMA DE ORO $ 0,50  190 ML COSTA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 33,7 CM X 95 MC PALMA DE ORO $ 0,50  190 ML SIERRA",1
FrgnName,"LAMINA PEBD BLANCO / NEGRO 17,1 CM X 90 MC CLORO ACOFRESS 150 ML",1
FrgnName,"LAMINA PEBD TRANSPARENTE 8,5 CM X 80 MC REFRESCO FRESH NACHITO",1
FrgnName,LAMINA PEBD 70 CM X 60 MC TRANSPARENTE,1
FrgnName,"LAMINA PEBD TRANSPARENTE 32,5 CM X 95 MC ACEITE ALESOL 900 ML",1
FrgnName,LAMINA TERMOENCOGIBLE 50 CM X 80 MC TRANSPARENTE,1
FrgnName,"LAMINA PEBD CREMA 32, 7 CM X 95 MC ACEITE TRIREFINADO 950 ML COST",1
FrgnName,"LAMINA PEBD TRANSPARENTE 32, 7 CM X 95 MC ACEITE TRIREFINADO 950 ML SIERRA",1
FrgnName,"LAMINA PEBD CREMA 67,5 CM X 95 MC SIN IMPRESIÓN 7 CAPAS",1
FrgnName,LAMINA PEBD 57 CM X 60 MC TRANSPARENTE,1
FrgnName,LAMINA PEBD 60 CM X  70 MC TRANSPARENTE,1
FrgnName,LAMINA PEBD AMARILLO / BLANCO ACEITE LA ORIGINAL 1 LITRO,1
FrgnName,LAMINA PEBD BLANCO / BLANCO 33 CM X 80 MC YOGURT CAMPOFINO DURAZNO 100 G.,1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 31,7 CM X 95 MC PALMA DE ORO $ 1,00  400 ML COSTA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 31,7 CM X 95 MC PALMA DE ORO $ 1,00  400 ML SIERRA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 33,7 CM X 95 MC PALMA DE ORO $ 0.50  200 ML COSTA",1
FrgnName,"LAMINA PEBD AMARILLO / BLANCO 33,7 CM X 95 MC PALMA DE ORO $ 0.50  200 ML  SIERRA",1
